Depth (ft),Core,Mg,Al,Si,P,S,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,W,Hg,Pb,Bi,Th,U,LE
6877,1,1.80,5.64,33.44,ND,1.7176,1.8744,1.39,0.3662,0.0449,0.0158,0.0188,3.1614,ND,0.0031,0.0032,0.0030,0.0015,0.0011,0.0084,0.0186,0.0015,0.0198,0.0019,ND,ND,ND,ND,ND,ND,0,0,ND,ND,ND,50.47
6877,1,1.93,3.04,20.08,0.5051,1.4241,0.6662,20.38,0.2389,0.0311,0.0119,0.0284,2.4435,ND,0.0031,0.0026,0.0026,0.0010,0.0008,0.0036,0.1055,0.0057,0.0110,0.0011,ND,ND,ND,ND,ND,ND,ND,0,ND,0,ND,49.09
6878,1,1.47,5.44,34.29,ND,1.9855,1.7395,1.22,0.3326,0.0314,0.0149,0.0177,3.2913,ND,0.0064,0.0043,0.0054,0.0015,0.0012,0.0076,0.0181,0.0013,0.0204,0.0018,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0010,ND,50.10
6878,1,1.58,4.85,34.77,ND,1.4396,1.5738,2.11,0.3128,0.0236,0.0142,0.0218,2.6694,ND,0.0043,0.0023,0.0058,0.0011,0.0011,0.0075,0.0199,0.0012,0.0151,0.0015,ND,ND,ND,ND,ND,0,ND,0.0010,ND,0,ND,50.58
6879,1,2.09,6.54,32.07,ND,0.9142,2.3679,1.99,0.3753,0.0506,0.0302,0.0213,3.3537,ND,0.0069,0.0036,0.0047,0.0012,0.0018,0.0114,0.0200,0.0013,0.0167,0.0020,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0010,ND,50.13
6879,1,1.70,5.76,34.13,ND,1.4237,2.0408,1.18,0.3259,0.0255,0.0170,0.0199,3.0872,ND,0.0050,0.0030,0.0052,0.0008,0.0013,0.0094,0.0171,0.0011,0.0174,0.0020,ND,ND,ND,ND,ND,ND,0,0,ND,ND,ND,50.23
6880,1,2.21,5.78,32.64,ND,1.8407,2.0271,1.56,0.3581,0.0272,0.0216,0.0204,3.5148,ND,0.0065,0.0043,0.0094,0.0017,0.0013,0.0093,0.0171,0.0014,0.0179,0.0017,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,49.93
6880,1,1.96,6.55,33.36,ND,1.2136,2.2753,0.49,0.4156,0.0334,0.0178,0.0208,3.4834,ND,0.0057,0.0033,0.0055,0.0012,0.0015,0.0110,0.0150,0.0012,0.0204,0.0021,ND,ND,ND,ND,ND,ND,ND,0,ND,0,ND,50.10
6881,1,1.98,6.23,32.08,ND,1.2893,2.2874,1.28,0.3433,0.0662,0.0280,0.0224,3.4805,ND,0.0057,0.0034,0.0068,0.0014,0.0019,0.0113,0.0177,0.0008,0.0146,0.0017,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,50.84
6881,1,1.84,5.97,33.01,ND,1.7855,2.1384,1.15,0.3415,0.0325,0.0185,0.0198,3.6445,ND,0.0072,0.0041,0.0054,0.0013,0.0015,0.0101,0.0161,0.0010,0.0150,0.0016,ND,ND,ND,ND,ND,ND,ND,0,ND,0.0010,ND,49.99
6882,1,1.98,6.80,28.93,0.6013,1.4043,2.4589,4.50,0.3779,0.0530,0.0269,0.0212,3.6436,ND,0.0072,0.0046,0.0040,0.0010,0.0021,0.0131,0.0314,0.0032,0.0142,0.0022,0,ND,ND,ND,ND,ND,0,0,ND,0,0,49.12
6882,1,1.72,5.51,32.66,0.1314,1.9313,2.0687,1.17,0.3021,0.0364,0.0257,0.0163,3.3678,ND,0.0076,0.0046,0.0189,0.0014,0.0019,0.0108,0.0125,0.0007,0.0138,0.0019,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,50.99
6883,1,1.75,5.63,35.21,ND,1.0446,2.1279,0.14,0.3062,0.0298,0.0207,0.0168,3.0038,ND,0.0083,0.0038,0.0070,0.0009,0.0021,0.0104,0.0117,0.0009,0.0126,0.0016,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,50.66
6883,1,1.89,6.23,33.76,ND,1.3461,2.3752,0.37,0.3669,0.0349,0.0177,0.0191,3.6110,ND,0.0089,0.0051,0.0287,0.0013,0.0018,0.0117,0.0133,0.0013,0.0155,0.0021,0,ND,ND,ND,ND,ND,0,0,ND,0.0010,ND,49.87
6884,1,1.80,5.73,28.38,0.1030,1.9157,1.9166,6.33,0.3444,0.0321,0.0196,0.0248,3.7553,ND,0.0099,0.0046,0.0062,0.0013,0.0019,0.0099,0.0324,0.0032,0.0160,0.0018,0,ND,ND,ND,ND,0,ND,0,ND,0,0,49.55
6884,1,1.91,5.91,33.42,0.1304,1.3684,2.2181,1.20,0.3153,0.0354,0.0224,0.0202,3.4562,ND,0.0072,0.0044,0.0137,0.0007,0.0018,0.0106,0.0145,0.0011,0.0146,0.0017,0.0004,ND,ND,ND,ND,ND,0.0005,0.0017,ND,ND,ND,50
6885,1,1.34,5.75,34.72,ND,1.5124,2.0123,0.50,0.3190,0.0355,0.0208,0.0155,3.1957,ND,0.0074,0.0045,0.0065,0.0012,0.0016,0.0102,0.0136,0.0009,0.0148,0.0018,0.0004,ND,ND,0.0025,ND,ND,ND,0.0014,ND,ND,ND,51
6885,1,1.60,1.02,17.14,0.1181,1.5954,0.1105,26.48,0.1000,0.0220,0.0056,0.0309,2.4956,ND,0.0038,0.0021,0.0015,0.0011,0.0013,0.0013,0.1146,0.0017,0.0043,ND,0.0005,ND,ND,ND,ND,ND,ND,0.0009,ND,0.0020,ND,49
6886,1,1.17,3.42,25.30,0.1293,1.3087,0.9999,14.70,0.2355,0.0374,0.0210,0.0300,2.6523,ND,0.0066,0.0032,0.0039,0.0010,0.0017,0.0056,0.0660,0.0027,0.0096,0.0012,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,ND,ND,50
6886,1,1.47,5.60,35.24,ND,1.0949,2.0654,0.55,0.3395,0.0435,0.0287,0.0165,2.9810,ND,0.0080,0.0041,0.0080,0.0007,0.0027,0.0101,0.0123,0.0009,0.0155,0.0019,ND,ND,ND,ND,ND,ND,ND,0.0013,ND,ND,ND,50.50
6887,1,1.64,5.81,35.18,ND,1.3004,2.1071,0.69,0.3334,0.0424,0.0193,0.0185,3.3523,ND,0.0062,0.0048,0.0060,0.0012,0.0021,0.0103,0.0165,0.0010,0.0146,0.0018,ND,ND,ND,ND,ND,0.0011,ND,0.0015,ND,ND,ND,49.44
6887,1,1.68,6.08,34.61,ND,1.3984,2.2500,0.19,0.3689,0.0506,0.0282,0.0152,3.2653,ND,0.0095,0.0045,0.0219,0.0011,0.0024,0.0105,0.0155,0.0008,0.0174,0.0021,0.0004,ND,ND,ND,ND,ND,ND,0.0015,ND,ND,0.0006,49.98
6888,1,1.57,5.66,35.26,ND,1.3772,2.0374,0.62,0.3490,0.0292,0.0125,0.0168,2.8356,ND,0.0033,0.0029,0.0035,0.0010,0.0012,0.0090,0.0181,0.0010,0.0198,0.0017,ND,ND,ND,ND,ND,ND,ND,0.0015,ND,ND,ND,50.18
6888,1,1.64,6.48,32.73,ND,1.5167,2.2701,0.77,0.3685,0.0349,0.0284,0.0192,3.8352,ND,0.0098,0.0048,0.0170,0.0013,0.0021,0.0115,0.0145,0.0014,0.0208,0.0023,ND,ND,ND,ND,ND,ND,0.0005,0.0020,ND,ND,ND,50.23
6889,1,1.85,5.11,34.04,0.2438,1.4440,1.7893,2.23,0.3531,0.0356,0.0238,0.0184,3.2110,ND,0.0068,0.0038,0.0038,0.0016,0.0022,0.0086,0.0204,0.0010,0.0197,0.0017,ND,ND,ND,ND,ND,0.0011,ND,0.0015,ND,0.0011,ND,49.58
6889,1,1.62,5.49,34.24,ND,0.9848,1.9273,1.22,0.3545,0.0297,0.0174,0.0208,2.6918,ND,0.0024,0.0033,0.0022,0.0009,0.0014,0.0089,0.0169,0.0009,0.0243,0.0021,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,0.0013,ND,51.34
6890,1,1.72,3.65,23.27,0.2481,0.7191,1.0929,16.72,0.2163,0.0363,0.0200,0.0272,1.9368,ND,0.0041,0.0025,0.0015,0.0006,0.0010,0.0058,0.0623,0.0026,0.0091,0.0011,ND,ND,ND,ND,ND,ND,ND,0.0009,ND,0.0014,ND,50.26
6890,1,1.74,5.66,33.06,ND,1.6333,2.0237,1.81,0.3263,0.0417,0.0229,0.0191,3.1733,ND,0.0060,0.0037,0.0028,0.0015,0.0016,0.0102,0.0188,0.0011,0.0158,0.0019,ND,ND,ND,ND,ND,0.0011,ND,0.0014,ND,0.0010,ND,50.43
6891,1,1.73,5.89,32.35,ND,1.6992,2.1501,1.88,0.3602,0.0459,0.0314,0.0187,3.6483,ND,0.0074,0.0038,0.0029,0.0018,0.0023,0.0108,0.0198,0.0010,0.0166,0.0022,0.0004,ND,ND,ND,ND,0.0013,ND,0.0017,ND,0.0013,ND,50.12
6891,1,1.84,0.57,5.77,ND,0.2384,0.0366,36.78,0.0906,0.0436,0.0073,0.1494,1.5275,ND,ND,ND,0.0009,ND,0.0004,0.0008,0.0660,0.0009,0.0031,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,52.88
6892,1,3.51,0.57,4.70,0.0326,0.2730,0.0250,35.87,0.1099,0.0605,ND,0.1056,2.2379,ND,ND,0.0010,0.0009,0.0003,0.0004,0.0007,0.0622,0.0006,0.0029,0.0008,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0020,ND,52.42
6892,1,1.11,2.12,22.70,0.1023,1.0756,0.4873,19.75,0.1799,0.0239,0.0116,0.0339,1.9347,ND,0.0034,0.0014,0.0014,0.0006,0.0010,0.0032,0.0870,0.0018,0.0082,0.0011,ND,ND,ND,ND,ND,ND,ND,0.0009,ND,0.0020,ND,50.36
6893,1,1.76,5.41,33.34,ND,1.4583,1.9398,2.13,0.3438,0.0451,0.0208,0.0215,3.2497,ND,0.0059,0.0038,0.0110,0.0013,0.0021,0.0096,0.0195,0.0011,0.0170,0.0022,0.0004,ND,ND,ND,ND,ND,ND,0.0019,ND,ND,ND,50.20
6893,1,1.59,5.81,33.66,ND,1.1486,2.0964,1.63,0.3651,0.0319,0.0240,0.0212,3.1909,ND,0.0060,0.0036,0.0068,0.0011,0.0014,0.0100,0.0156,0.0012,0.0172,0.0019,ND,ND,ND,ND,ND,ND,ND,0.0016,ND,0.0010,ND,50.36
6894,1,1.72,6.53,32.99,ND,1.1011,2.3053,1.10,0.3756,0.0389,0.0108,0.0250,3.4224,ND,0.0085,0.0036,0.0121,0.0008,0.0014,0.0117,0.0157,0.0020,0.0170,0.0023,0.0005,ND,ND,ND,ND,0.0013,ND,0.0015,ND,ND,0.0008,50.30
6894,1,1.60,4.56,23.74,4.2148,1.4943,1.3931,10.93,0.3004,0.0660,0.0309,0.0229,3.3580,ND,0.0091,0.0045,0.0072,0.0019,0.0018,0.0080,0.0769,0.0219,0.0115,0.0017,0.0011,ND,ND,ND,ND,ND,ND,0.0014,ND,0.0018,0.0024,48.13
6895,1,1.75,5.71,31.93,0.0997,1.4987,2.0525,1.93,0.3491,0.0451,0.0236,0.0195,3.6486,ND,0.0072,0.0037,0.0052,0.0021,0.0022,0.0103,0.0204,0.0011,0.0155,0.0020,0.0006,ND,ND,ND,ND,ND,ND,0.0020,ND,0.0010,ND,50.87
6895,1,1.80,5.96,33.60,ND,1.5604,2.0811,1.58,0.3795,0.0332,0.0178,0.0205,3.4625,ND,0.0049,0.0029,0.0036,0.0013,0.0017,0.0099,0.0198,0.0010,0.0171,0.0022,ND,ND,ND,ND,ND,ND,ND,0.0014,ND,ND,ND,49.43
6896,1,1.71,6.21,31.72,ND,1.5383,2.2174,1.57,0.3669,0.0348,0.0206,0.0200,3.9334,ND,0.0081,0.0043,0.0060,0.0016,0.0017,0.0108,0.0165,0.0013,0.0182,0.0022,ND,ND,ND,ND,ND,0.0017,ND,0.0018,ND,0.0016,ND,50.59
6896,1,1.86,6.33,32.65,ND,1.1798,2.2222,1.72,0.3637,0.0552,0.0234,0.0235,3.2528,ND,0.0056,0.0039,0.0038,0.0012,0.0021,0.0111,0.0250,0.0016,0.0170,0.0022,ND,ND,ND,ND,ND,ND,ND,0.0018,ND,0.0013,ND,50.24
6897,1,2.56,6.89,32.04,ND,1.3612,2.4894,1.32,0.4032,0.0375,0.0127,0.0430,4.0136,ND,0.0079,0.0054,0.0059,0.0012,0.0015,0.0122,0.0166,0.0018,0.0175,0.0026,ND,ND,ND,ND,ND,0.0011,ND,0.0021,ND,ND,ND,48.75
6897,1,1.98,6.12,32.81,ND,1.1141,2.1376,1.61,0.3958,0.0320,0.0160,0.0235,3.2678,ND,0.0062,0.0028,0.0042,0.0011,0.0012,0.0105,0.0182,0.0017,0.0179,0.0021,ND,ND,ND,ND,ND,ND,0.0005,0.0019,ND,ND,ND,50.43
6898,1,2.22,6.64,32.12,ND,1.0850,2.3868,1.25,0.3962,0.0394,0.0105,0.0374,3.7062,ND,0.0090,0.0046,0.0057,0.0010,0.0010,0.0119,0.0153,0.0020,0.0177,0.0022,ND,ND,ND,ND,ND,ND,0.0005,0.0018,ND,0.0009,ND,50.04
6898,1,1.93,6.20,34.13,ND,1.0725,2.2297,0.56,0.3879,0.0271,0.0132,0.0243,3.2358,ND,0.0120,0.0029,0.0059,0.0008,0.0007,0.0113,0.0170,0.0021,0.0188,0.0024,0.0010,ND,ND,ND,ND,ND,0.0005,0.0016,ND,0.0011,ND,50.11
6899,1,1.98,6.58,33.95,ND,1.3293,2.2869,1.05,0.3853,0.0325,0.0197,0.0256,3.5827,ND,0.0062,0.0042,0.0034,0.0012,0.0018,0.0114,0.0184,0.0018,0.0212,0.0031,ND,ND,ND,ND,ND,0.0011,0.0005,0.0018,ND,0.0016,ND,48.69
6899,1,1.60,6.19,32.41,ND,1.6837,2.2212,1.72,0.3604,0.0462,0.0274,0.0251,3.8616,ND,0.0065,0.0050,0.0032,0.0018,0.0022,0.0109,0.0196,0.0017,0.0165,0.0023,ND,ND,ND,ND,ND,ND,ND,0.0022,ND,ND,ND,49.78
6900,1,2.03,6.57,33.07,ND,1.8429,2.3118,1.09,0.3920,0.0335,0.0123,0.0256,4.2201,ND,0.0082,0.0044,0.0053,0.0010,0.0009,0.0110,0.0213,0.0015,0.0184,0.0023,ND,ND,ND,ND,ND,0.0014,ND,0.0021,ND,ND,ND,48.33
6900,1,1.80,7.40,32.25,ND,1.6343,2.6246,0.19,0.4021,0.0391,0.0168,0.0254,4.0427,ND,0.0136,0.0051,0.0090,0.0012,0.0016,0.0133,0.0215,0.0019,0.0183,0.0026,0.0008,ND,ND,ND,ND,0.0015,ND,0.0021,ND,0.0012,ND,49.48
6901,1,1.64,6.44,34.30,ND,1.1772,2.2502,0.69,0.4071,0.0399,0.0181,0.0210,3.2663,ND,0.0073,0.0034,0.0058,0.0006,0.0012,0.0115,0.0174,0.0018,0.0187,0.0021,0.0005,ND,ND,ND,ND,0.0013,ND,0.0019,ND,ND,ND,49.67
6901,1,1.70,6.42,32.50,0.0960,1.7744,2.2771,1.06,0.3748,0.0374,0.0204,0.0223,3.9579,ND,0.0090,0.0042,0.0053,0.0018,0.0018,0.0113,0.0199,0.0018,0.0179,0.0024,0.0005,ND,ND,ND,ND,ND,0.0006,0.0021,ND,ND,ND,49.67
6902,1,2.23,7.53,31.32,ND,1.5443,2.7034,0.52,0.4460,0.0400,0.0137,0.0294,4.2089,ND,0.0113,0.0057,0.0075,0.0010,0.0010,0.0138,0.0218,0.0019,0.0174,0.0027,0.0006,ND,ND,ND,ND,ND,ND,0.0018,ND,0.0010,0.0007,49.33
6902,1,1.89,7.57,31.81,ND,1.6336,2.6370,0.28,0.4188,0.0396,0.0189,0.0267,3.9624,ND,0.0105,0.0052,0.0062,0.0011,0.0016,0.0133,0.0215,0.0018,0.0197,0.0023,0.0013,ND,ND,ND,ND,ND,0.0006,0.0021,ND,0.0010,ND,49.62
6903,1,1.97,7.56,30.99,ND,1.8080,2.7164,0.95,0.4580,0.0406,0.0240,0.0260,4.4672,ND,0.0097,0.0057,0.0032,0.0017,0.0022,0.0131,0.0202,0.0018,0.0198,0.0027,0.0004,ND,ND,ND,ND,ND,0.0005,0.0024,ND,ND,ND,48.90
6903,1,1.78,4.63,36.84,ND,1.0256,1.4857,1.20,0.2998,0.0302,0.0088,0.0136,2.4345,ND,0.0021,0.0024,0.0018,0.0007,0.0006,0.0072,0.0250,0.0012,0.0211,0.0017,0.0004,ND,ND,ND,ND,0.0010,ND,0.0013,ND,ND,ND,50.19
6904,1,1.25,4.19,36.97,ND,0.6568,1.3550,1.16,0.3182,0.0197,0.0066,0.0136,1.9047,ND,ND,0.0020,0.0012,0.0006,0.0003,0.0065,0.0252,0.0012,0.0251,0.0014,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,0.0010,0.0005,52.09
6904,1,2.26,8.45,30.90,ND,1.3169,3.1639,0.18,0.4333,0.0428,0.0219,0.0196,3.9996,ND,0.0090,0.0056,0.0053,0.0009,0.0014,0.0157,0.0157,0.0018,0.0178,0.0027,0.0004,ND,ND,ND,ND,ND,0.0006,0.0019,ND,0.0012,0.0007,49.13
6905,1,2.04,8.15,30.34,ND,1.0134,3.2166,0.13,0.4081,0.0591,0.0333,0.0193,3.7829,ND,0.0085,0.0041,0.0072,0.0012,0.0023,0.0159,0.0165,0.0013,0.0172,0.0025,0.0004,ND,ND,ND,ND,0.0012,0.0005,0.0019,ND,0.0017,ND,50.73
6905,1,2.10,8.01,30.76,ND,1.3399,2.9711,0.28,0.4281,0.0347,0.0179,0.0185,3.8312,ND,0.0077,0.0066,0.0129,0.0008,0.0013,0.0149,0.0246,0.0016,0.0188,0.0022,0.0005,ND,ND,ND,ND,ND,0.0005,0.0017,ND,0.0016,0.0006,50.11
6906,1,1.87,7.73,31.06,ND,1.3199,2.9465,0.14,0.4266,0.0570,0.0387,0.0194,3.8705,ND,0.0100,0.0051,0.0109,0.0014,0.0023,0.0147,0.0167,0.0015,0.0179,0.0026,0.0007,ND,ND,ND,ND,ND,ND,0.0024,ND,0.0012,ND,50.44
6906,1,2.22,8.94,30.47,ND,1.1464,3.4499,ND,0.4681,0.0462,0.0149,0.0201,4.1303,ND,0.0098,0.0050,0.0406,0.0009,0.0013,0.0170,0.0140,0.0017,0.0190,0.0029,0.0006,ND,ND,ND,ND,ND,ND,0.0022,ND,ND,ND,48.98
6907,1,1.86,8.25,31.17,ND,1.2308,3.1587,ND,0.4362,0.0417,0.0196,0.0225,3.5040,ND,0.0075,0.0042,0.0083,0.0010,0.0014,0.0145,0.0157,0.0017,0.0218,0.0027,ND,ND,ND,ND,ND,ND,ND,0.0022,ND,ND,ND,50.22
6907,1,1.25,4.08,37.66,ND,0.5020,1.2751,1.62,0.3278,0.0267,0.0056,0.0140,1.6099,ND,ND,0.0016,0.0013,0.0005,0.0002,0.0060,0.0208,0.0013,0.0259,0.0017,ND,ND,ND,ND,ND,ND,ND,0.0010,ND,ND,ND,51.56
6908,1,1.31,4.09,34.99,ND,0.5085,1.2275,2.40,0.3247,0.0172,0.0052,0.0151,1.6041,ND,ND,0.0018,0.0012,0.0006,0.0002,0.0059,0.0241,0.0016,0.0266,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0009,ND,0.0014,ND,53.44
6908,1,1.86,5.50,34.60,0.0391,0.8274,1.6758,1.68,0.3551,0.0264,0.0079,0.0143,1.8710,ND,0.0012,0.0022,0.0013,0.0003,0.0003,0.0064,0.0235,0.0017,0.0284,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,ND,ND,51.48
6909,1,1.53,5.24,34.31,0.0642,1.0884,1.5716,2.05,0.3430,0.0260,0.0053,0.0140,1.9270,ND,0.0017,0.0018,0.0011,0.0004,0.0003,0.0068,0.0227,0.0012,0.0257,0.0017,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,ND,ND,51.76
6909,1,1.82,4.78,35.08,ND,0.7192,1.4021,1.50,0.3400,0.0239,0.0082,0.0111,1.7652,ND,ND,0.0016,0.0014,0.0004,0.0002,0.0068,0.0222,0.0015,0.0294,0.0015,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,0.0012,ND,52.49
6910,1,1.82,5.22,32.43,ND,0.8216,1.5410,1.88,0.3801,0.0281,0.0080,0.0171,1.8082,ND,ND,0.0014,0.0015,0.0005,ND,0.0065,0.0250,0.0022,0.0275,0.0017,ND,ND,ND,ND,ND,ND,ND,0.0010,ND,ND,ND,53.98
6910,1,1.98,6.79,33.25,ND,1.6817,2.1224,0.89,0.4260,0.0343,0.0236,0.0168,2.9988,ND,0.0062,0.0032,0.0024,0.0016,0.0013,0.0094,0.0242,0.0018,0.0266,0.0025,ND,ND,ND,ND,ND,0.0011,ND,0.0015,ND,ND,ND,49.71
6911,1,2.40,2.97,29.12,0.0782,0.6628,0.5580,7.53,0.2773,0.0351,0.0052,0.0186,0.9493,ND,ND,0.0011,0.0010,0.0004,0.0002,0.0032,0.0801,0.0026,0.0259,0.0013,ND,ND,ND,ND,ND,ND,ND,0.0007,ND,0.0019,ND,55.29
6911,1,2.00,5.99,31.99,ND,0.8128,1.6877,1.39,0.3736,0.0326,0.0104,0.0149,1.9213,ND,0.0013,0.0023,0.0018,0.0005,0.0004,0.0077,0.0325,0.0014,0.0256,0.0020,ND,ND,ND,ND,ND,0.0012,ND,0.0012,ND,0.0014,ND,53.70
6912,1,1.60,5.58,33.59,ND,0.5436,1.6360,1.90,0.3739,0.0262,0.0090,0.0185,1.8963,ND,0.0015,0.0026,0.0014,0.0005,0.0004,0.0072,0.0327,0.0019,0.0265,0.0019,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,ND,ND,52.75
6912,1,1.84,6.74,32.52,ND,1.1583,2.0569,1.11,0.4319,0.0403,0.0076,0.0173,2.0094,ND,ND,0.0024,0.0020,0.0005,0.0003,0.0083,0.0495,0.0019,0.0281,0.0020,ND,ND,ND,ND,ND,ND,ND,0.0013,ND,ND,ND,51.97
6913,1,1.82,5.41,31.94,ND,0.7223,1.6972,2.03,0.3875,0.0304,0.0092,0.0164,1.8449,ND,ND,0.0020,0.0019,0.0004,0.0002,0.0073,0.0410,0.0020,0.0280,0.0023,ND,ND,ND,ND,ND,ND,ND,0.0015,ND,0.0014,ND,54.01
6913,1,2.30,4.97,28.60,ND,0.8282,1.3581,4.45,0.3340,0.0341,0.0051,0.0270,2.1268,ND,ND,0.0022,0.0013,0.0004,ND,0.0057,0.0432,0.0017,0.0254,0.0013,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,ND,ND,54.89
6914,1,1.82,4.97,31.27,ND,0.7216,1.3831,4.09,0.3287,0.0268,0.0065,0.0253,2.0483,ND,0.0018,0.0016,0.0013,0.0006,ND,0.0063,0.0387,0.0014,0.0259,0.0016,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,ND,ND,53.24
6914,1,1.81,4.60,32.57,ND,0.5720,1.3023,4.68,0.3346,0.0218,0.0063,0.0322,2.2106,ND,0.0015,0.0014,0.0015,0.0006,0.0003,0.0060,0.0416,0.0015,0.0276,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0009,ND,0.0012,ND,51.77
6915,1,5.03,2.16,11.68,0.0732,0.3427,0.3898,19.31,0.1363,0.0228,0.0084,0.1861,6.0969,ND,ND,0.0010,0.0013,0.0004,ND,0.0025,0.0374,0.0033,0.0092,0.0007,ND,ND,ND,ND,ND,ND,0.0006,ND,ND,0.0014,ND,54.49
6915,1,4.51,3.17,20.45,ND,0.3360,0.7151,13.05,0.2182,0.0194,0.0055,0.1287,5.2293,ND,ND,0.0010,0.0009,ND,ND,0.0040,0.0238,0.0019,0.0182,0.0012,ND,ND,ND,ND,ND,ND,ND,0.0010,ND,ND,ND,52.12
6916,1,1.78,5.32,33.90,ND,0.9725,1.9880,1.14,0.3114,0.0343,0.0305,0.0164,2.9003,ND,0.0062,0.0043,0.0067,0.0012,0.0022,0.0097,0.0142,0.0008,0.0131,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0014,ND,ND,ND,51.54
6916,2,1.44,3.75,25.65,ND,0.7304,0.7967,12.50,0.3104,0.0259,0.0062,0.0620,1.7107,ND,ND,0.0020,0.0016,0.0005,ND,0.0046,0.0274,0.0018,0.0233,0.0013,ND,ND,ND,ND,ND,0.0015,ND,0.0011,ND,0.0014,ND,52.95
6917,2,3.32,1.89,11.82,0.0676,0.4472,0.2146,24.60,0.1945,0.0527,ND,0.1029,3.1750,ND,ND,0.0015,0.0009,ND,0.0002,0.0017,0.0980,0.0028,0.0083,ND,ND,ND,ND,ND,ND,ND,ND,0.0009,ND,0.0025,ND,53.99
6917,2,3.46,4.18,22.72,ND,0.5835,0.9445,9.77,0.2269,0.0175,0.0076,0.1012,4.5731,ND,ND,0.0027,0.0017,0.0004,0.0004,0.0053,0.0314,0.0020,0.0173,0.0016,ND,ND,ND,ND,ND,ND,ND,0.0011,ND,ND,ND,53.35
6918,2,2.12,5.52,30.41,ND,0.9355,1.5977,3.97,0.3267,0.0305,0.0080,0.0415,2.8545,ND,0.0023,0.0020,0.0022,0.0005,0.0005,0.0082,0.0381,0.0018,0.0211,0.0022,ND,ND,ND,ND,ND,ND,0.0007,0.0016,ND,0.0012,ND,52.11
6918,2,2.55,5.97,31.30,0.0247,1.4450,1.7416,1.28,0.3921,0.0342,0.0119,0.0165,2.2892,ND,0.0026,0.0020,0.0019,0.0010,0.0008,0.0093,0.0459,0.0022,0.0225,0.0021,ND,ND,ND,ND,ND,ND,0.0005,0.0014,ND,0.0010,ND,52.85
6919,2,1.95,6.15,33.11,ND,1.1087,1.9509,1.24,0.3779,0.0352,0.0089,0.0170,2.1922,ND,0.0023,0.0025,0.0022,0.0009,0.0006,0.0085,0.0393,0.0017,0.0238,0.0018,ND,ND,ND,ND,ND,ND,ND,0.0012,ND,ND,ND,51.77
6919,2,1.86,6.19,33.37,ND,1.1793,2.0285,1.27,0.3788,0.0357,0.0104,0.0166,2.5283,ND,0.0019,0.0022,0.0023,0.0009,0.0005,0.0088,0.0404,0.0017,0.0231,0.0019,ND,ND,ND,ND,ND,0.0012,ND,0.0015,ND,ND,ND,51.04
6920,2,1.93,6.06,32.80,ND,0.9482,2.0085,1.21,0.3782,0.0266,0.0117,0.0182,2.3712,ND,0.0020,0.0019,0.0022,0.0010,0.0005,0.0096,0.0346,0.0018,0.0228,0.0020,ND,ND,ND,ND,ND,0.0011,ND,0.0014,ND,ND,ND,52.16
6920,2,2.20,6.87,32.12,ND,1.2544,2.1266,0.90,0.3806,0.0367,0.0094,0.0206,2.3867,ND,ND,0.0023,0.0023,0.0005,0.0005,0.0092,0.0326,0.0017,0.0228,0.0021,ND,ND,ND,ND,ND,ND,ND,0.0015,ND,0.0012,ND,51.62
6921,2,2.22,6.55,25.05,0.6846,1.4110,2.3314,6.96,0.4427,0.0367,0.0184,0.0321,3.9580,ND,0.0052,0.0038,0.0028,0.0015,0.0009,0.0123,0.0519,0.0078,0.0200,0.0026,ND,ND,ND,ND,ND,ND,0.0006,0.0020,ND,0.0020,ND,50.20
6921,2,1.58,6.03,32.84,ND,0.8411,1.9266,1.20,0.3752,0.0300,0.0084,0.0181,2.2909,ND,0.0017,0.0026,0.0021,0.0005,0.0003,0.0087,0.0338,0.0018,0.0235,0.0020,ND,ND,ND,ND,ND,0.0012,ND,0.0014,ND,ND,ND,52.78
6922,2,2.09,5.91,34.16,ND,0.7591,1.9636,1.39,0.3758,0.0246,0.0083,0.0171,2.3236,ND,0.0026,0.0022,0.0132,0.0005,0.0004,0.0082,0.0260,0.0017,0.0227,0.0019,ND,ND,ND,ND,ND,0.0013,ND,0.0014,ND,0.0013,ND,50.89
